Orthogroup	ostreococcus_tauri	arabidopsis_thaliana
OG0000046	ostta12g02780	AT1G14600, AT1G32240, AT1G69580, AT1G79430, AT2G01060, AT2G02060, AT2G06020, AT2G20400, AT2G38300, AT2G40260, AT2G42660, AT3G04030, AT3G04450, AT3G12730, AT3G13040, AT3G24120, AT4G04555, AT4G04580, AT4G04605, AT4G13640, AT4G17695, AT4G28610, AT5G06800, AT5G16560, AT5G18240, AT5G29000, AT5G42630, AT5G45580
OG0000047		
OG0000048	ostta07g03080, ostta08g00900, ostta08g01900, ostta09g02260, ostta11g02010	AT1G20060, AT1G21730, AT1G59540, AT2G21380, AT3G10180, AT3G12020, AT3G17360, AT3G19050, AT3G23670, AT3G44050, AT3G63480, AT4G14150, AT4G39050, AT5G06670
OG0000049		
OG0000050	ostta13g01990	AT1G14200, AT1G18760, AT1G18770, AT1G18780, AT1G21960, AT1G26800, AT1G49850, AT1G50350, AT1G55530, AT1G60360, AT1G68180, AT1G74620, AT2G03000, AT2G15580, AT2G29840, AT2G39720, AT2G40830, AT2G44330, AT3G02340, AT3G10815, AT3G13228, AT3G13430, AT3G19950, AT3G30460, AT3G46620, AT3G56580, AT3G58720, AT3G60080, AT4G26400, AT5G01980, AT5G08139, AT5G15820, AT5G20910, AT5G53910, AT5G56340, AT5G59550, AT5G60820, AT5G64920
OG0000051		
OG0000052	ostta13g01150, ostta17g01940	AT1G05100, AT1G07150, AT1G09000, AT1G53570, AT1G54960, AT1G63700, AT2G30040, AT2G32510, AT3G06030, AT3G50310, AT4G08470, AT4G08480, AT4G08500, AT4G26890, AT4G36950, AT5G55090, AT5G66850, AT5G67080
OG0000053		AT1G18140, AT2G29130, AT2G30210, AT2G38080, AT2G40370, AT2G46570, AT3G09220, AT4G39830, AT5G01040, AT5G01050, AT5G01190, AT5G03260, AT5G05390, AT5G07130, AT5G09360, AT5G21100, AT5G21105, AT5G48100, AT5G58910, AT5G60020
OG0000054	ostta03g02220, ostta03g03730, ostta06g01110, ostta08g04170, ostta13g02000, ostta14g02090	AT1G16060, AT1G51190, AT1G72570, AT1G79700, AT2G28550, AT2G39250, AT2G41710, AT3G20840, AT3G54320, AT3G54990, AT4G36920, AT4G37750, AT5G10510, AT5G17430, AT5G57390, AT5G60120, AT5G65510, AT5G67180
OG0000055	ostta11g00990, ostta14g00065	AT1G29910, AT1G29920, AT1G29930, AT1G76570, AT2G05070, AT2G05100, AT2G34420, AT2G34430, AT3G27690, AT4G10340, AT5G54270
OG0000056	ostta04g00015, ostta09g01410	AT1G09740, AT1G11360, AT1G68300, AT2G21620, AT2G47710, AT3G01520, AT3G03270, AT3G11930, AT3G17020, AT3G25930, AT3G53990, AT3G58450, AT3G62550, AT4G27320, AT5G14680, AT5G49050, AT5G54430
OG0000057		AT1G05310, AT1G11370, AT1G69940, AT2G19150, AT2G21610, AT2G36700, AT2G36710, AT2G47280, AT3G17060, AT3G24130, AT3G29090, AT5G07410, AT5G07420, AT5G07430, AT5G18990, AT5G19730, AT5G26810, AT5G47500, AT5G55590, AT5G61680
OG0000058		AT1G09480, AT1G09490, AT1G09500, AT1G09510, AT1G15950, AT1G25460, AT1G51410, AT1G66800, AT1G68540, AT1G76470, AT1G80820, AT2G02400, AT2G33590, AT2G33600, AT2G45400, AT4G35420, AT5G19440, AT5G42800, AT5G58490
OG0000059	ostta04g03620, ostta07g00980, ostta08g02550, ostta09g01510	AT1G06040, AT1G07050, AT1G25440, AT1G49130, AT1G60250, AT1G68190, AT1G68520, AT1G73870, AT1G75540, AT1G78600, AT2G21320, AT2G24790, AT2G31380, AT2G47890, AT3G02380, AT3G21150, AT3G21890, AT4G10240, AT4G15248, AT4G27310, AT4G38960, AT4G39070, AT5G14370, AT5G15840, AT5G15850, AT5G24930, AT5G54470, AT5G57660
OG0000060		AT1G05700, AT1G07550, AT1G07560, AT1G49100, AT1G51790, AT1G51800, AT1G51805, AT1G51810, AT1G51820, AT1G51830, AT1G51840, AT1G51850, AT1G51860, AT1G51870, AT1G51880, AT1G51890, AT1G51910, AT1G67720, AT2G04300, AT2G14440, AT2G14510, AT2G19190, AT2G19210, AT2G19230, AT2G28960, AT2G28970, AT2G28990, AT2G29000, AT2G37050, AT3G05990, AT3G19230, AT3G21340, AT3G45920, AT3G46330, AT3G46340, AT3G46350, AT3G46355, AT3G46370, AT3G46400, AT3G46410, AT3G46420, AT4G00280, AT4G20450, AT4G29180, AT4G29450, AT4G29990, AT5G16900, AT5G59616, AT5G59650, AT5G59660, AT5G59670, AT5G59680
OG0000061	ostta12g00370	
OG0000062	ostta04g02800	AT1G06330, AT1G22990, AT1G23000, AT1G29100, AT1G30473, AT1G56210, AT1G66240, AT1G71050, AT2G18196, AT2G28660, AT2G37390, AT3G05220, AT3G06130, AT3G21490, AT3G24450, AT3G48970, AT3G53530, AT3G56240, AT3G56891, AT4G08570, AT4G10465, AT4G35060, AT4G38580, AT4G39700, AT5G02600, AT5G05365, AT5G17450, AT5G19090, AT5G27690, AT5G37860, AT5G66110
OG0000063		AT1G17345, AT1G19830, AT1G72430, AT1G75580, AT2G16580, AT2G18010, AT2G21200, AT2G21210, AT2G21220, AT2G24400, AT2G28085, AT2G36210, AT2G45210, AT2G46690, AT3G03820, AT3G03830, AT3G03840, AT3G03847, AT3G03850, AT3G12955, AT3G20220, AT3G43120, AT3G51200, AT3G60690, AT3G61900, AT4G00880, AT4G13790, AT4G31320, AT4G34760, AT4G34770, AT4G34780, AT4G34790, AT4G34800, AT4G34810, AT4G36110, AT4G38825, AT4G38840, AT4G38850, AT4G38860, AT5G18010, AT5G18020, AT5G18030, AT5G18050, AT5G18060, AT5G18080, AT5G20810, AT5G20820, AT5G53590, AT5G66260
OG0000064		
OG0000065		AT1G02800, AT1G19940, AT1G22880, AT1G23210, AT1G48930, AT1G64390, AT1G65610, AT1G70710, AT1G71380, AT1G75680, AT2G32990, AT2G44540, AT2G44550, AT2G44560, AT2G44570, AT3G43860, AT4G02290, AT4G09740, AT4G11050, AT4G23560, AT4G24260, AT4G38990, AT4G39000, AT4G39010, AT5G49720
OG0000066		AT1G10480, AT1G13400, AT1G24625, AT1G66140, AT1G67030, AT1G68360, AT1G68480, AT1G80730, AT2G37740, AT2G41940, AT2G42410, AT3G09290, AT3G23130, AT3G23140, AT3G53820, AT3G58070, AT4G17810, AT5G01860, AT5G05120, AT5G06070, AT5G06650, AT5G10970, AT5G14010, AT5G25160, AT5G27880, AT5G43540, AT5G48890, AT5G57520
OG0000067	ostta04g01580	AT1G21460, AT1G66770, AT2G39060, AT3G14770, AT3G16690, AT3G28007, AT3G48740, AT4G10850, AT4G15920, AT4G25010, AT5G13170, AT5G23660, AT5G40260, AT5G50790, AT5G50800, AT5G53190, AT5G62850
OG0000068	ostta12g02630	AT1G09380, AT1G21890, AT1G25270, AT1G43650, AT1G44800, AT1G68170, AT1G75500, AT2G37450, AT2G37460, AT2G39510, AT2G40900, AT3G18200, AT3G30340, AT3G45870, AT3G53210, AT3G56620, AT4G08290, AT4G08300, AT4G19185, AT4G24980, AT4G28040, AT4G30420, AT5G07050, AT5G13670, AT5G45370
OG0000069		AT1G02065, AT1G20980, AT1G27360, AT1G27370, AT1G53160, AT1G69170, AT1G76580, AT2G33810, AT2G42200, AT2G47070, AT3G15270, AT3G57920, AT3G60030, AT5G18830, AT5G43270, AT5G50570, AT5G50670
OG0000070	ostta01g03890, ostta05g03770, ostta08g00200, ostta11g02150	AT1G01370, AT1G09200, AT1G13370, AT1G19890, AT1G75600, AT3G27360, AT4G40030, AT4G40040, AT5G10390, AT5G10400, AT5G10980, AT5G12910, AT5G65350, AT5G65360
OG0000071		AT1G01390, AT1G01420, AT1G07240, AT1G07250, AT1G07260, AT2G18560, AT2G18570, AT2G29710, AT2G29730, AT2G29740, AT2G29750, AT3G16520, AT3G21750, AT3G21760, AT3G21780, AT3G21790, AT3G21800, AT3G50740, AT4G01070, AT4G15260, AT4G15270, AT4G15280, AT4G36770, AT5G26310, AT5G66690
OG0000072	ostta04g02850, ostta08g01730	AT1G07640, AT1G21340, AT1G26790, AT1G28310, AT1G29160, AT1G47655, AT1G51700, AT1G64620, AT1G69570, AT2G28510, AT2G28810, AT2G34140, AT2G37590, AT2G46590, AT3G21270, AT3G45610, AT3G47500, AT3G50410, AT3G52440, AT3G55370, AT3G61850, AT4G00940, AT4G24060, AT4G38000, AT5G02460, AT5G39660, AT5G60200, AT5G60850, AT5G62430, AT5G62940, AT5G65590, AT5G66940
OG0000073		AT1G02730, AT1G32180, AT1G55850, AT2G21770, AT2G25540, AT2G33100, AT3G03050, AT4G18780, AT4G23990, AT4G24000, AT4G24010, AT4G32410, AT4G38190, AT4G39350, AT5G05170, AT5G09870, AT5G16910, AT5G17420, AT5G44030, AT5G64740
OG0000074	ostta01g03910, ostta18g00720	AT1G05990, AT1G18210, AT1G18530, AT1G24620, AT1G32250, AT1G66400, AT1G66410, AT1G73630, AT2G27030, AT2G36180, AT2G41090, AT2G41100, AT2G41110, AT2G43290, AT3G03000, AT3G03400, AT3G03410, AT3G07490, AT3G22930, AT3G25600, AT3G43810, AT3G51920, AT3G56800, AT3G59440, AT4G03290, AT4G12860, AT4G14640, AT5G17470, AT5G21274, AT5G37770, AT5G37780
OG0000075	ostta12g01750	AT1G06260, AT1G09850, AT1G20850, AT1G29080, AT1G29090, AT1G29110, AT1G47128, AT2G27420, AT2G34080, AT3G19390, AT3G19400, AT3G43960, AT3G48340, AT3G48350, AT3G49340, AT4G11310, AT4G11320, AT4G23520, AT4G35350, AT4G36880, AT5G43060, AT5G45890, AT5G50260
OG0000076		
OG0000077	ostta08g01920, ostta12g00990	AT1G07790, AT1G08170, AT2G28720, AT2G37470, AT3G09480, AT3G45980, AT3G46030, AT3G53650, AT5G02570, AT5G22880, AT5G59910
OG0000078	ostta01g04920, ostta01g05610, ostta08g02760, ostta09g02850, ostta09g02860, ostta10g01120, ostta10g01700, ostta10g03240, ostta11g01980, ostta16g00830, ostta17g00010	AT1G06430, AT1G50250, AT1G79560, AT2G26140, AT2G30950, AT3G02450, AT3G16290, AT3G47060, AT4G23940, AT5G15250, AT5G42270, AT5G53170, AT5G58870
OG0000079	ostta16g02540	AT1G16440, AT1G51170, AT1G53700, AT1G79250, AT2G02710, AT2G26700, AT2G34650, AT2G36350, AT2G44830, AT3G12690, AT3G14370, AT3G20830, AT3G25250, AT3G27580, AT3G44610, AT3G45780, AT3G52890, AT4G13000, AT4G26610, AT5G03640, AT5G40030, AT5G47750, AT5G55910, AT5G58140
OG0000080		AT1G03010, AT1G30440, AT1G67900, AT2G14820, AT2G23050, AT2G30520, AT2G47860, AT3G08570, AT3G08660, AT3G26490, AT3G44820, AT3G49970, AT3G50840, AT4G31820, AT4G37590, AT5G03250, AT5G10250, AT5G13600, AT5G47800, AT5G48130, AT5G48800, AT5G64330, AT5G66560, AT5G67385, AT5G67440
OG0000081	ostta02g03440, ostta03g01100, ostta05g02190, ostta07g00720, ostta07g03410	AT1G08000, AT1G08010, AT2G18380, AT2G28340, AT2G45050, AT3G06740, AT3G16870, AT3G20750, AT3G24050, AT3G45170, AT3G50870, AT3G51080, AT3G54810, AT3G60530, AT4G16141, AT4G26150, AT4G32890, AT4G34680, AT4G36240, AT4G36620, AT5G25830, AT5G26930, AT5G49300, AT5G56860, AT5G66320
OG0000082		AT1G06280, AT1G07900, AT1G16530, AT1G31320, AT1G65620, AT2G28500, AT2G30130, AT2G30340, AT2G31310, AT2G40470, AT2G42430, AT2G42440, AT2G45410, AT2G45420, AT3G03760, AT3G11090, AT3G13850, AT3G26620, AT3G26660, AT3G27650, AT3G50510, AT3G58190, AT4G00210, AT4G00220, AT5G06080, AT5G15060, AT5G63090, AT5G66870
OG0000083		
OG0000084		
OG0000085		AT1G01310, AT1G50050, AT1G50060, AT2G14580, AT2G14610, AT2G19970, AT2G19980, AT2G19990, AT3G09590, AT3G19690, AT4G07820, AT4G25780, AT4G25790, AT4G30320, AT4G31470, AT4G33710, AT4G33720, AT4G33730, AT5G02730, AT5G26130, AT5G57625, AT5G66590
OG0000086	ostta01g05630, ostta07g03900, ostta07g04290, ostta09g01150, ostta12g02840, ostta17g01830	AT2G25170, AT2G28290, AT2G44980, AT2G46020, AT3G06010, AT3G06400, AT4G31900, AT5G18620, AT5G19310, AT5G44800, AT5G66750
OG0000087	ostta08g01910, ostta12g00980, ostta16g01060	AT1G08880, AT1G51060, AT1G54690, AT3G20670, AT4G27230, AT5G02560, AT5G27670, AT5G54640, AT5G59870
OG0000088		AT1G31120, AT1G60160, AT1G70300, AT2G30070, AT2G35060, AT2G40540, AT3G02050, AT4G13420, AT4G19960, AT4G23640, AT4G33530, AT5G09400, AT5G14880
OG0000089		AT1G01120, AT1G04220, AT1G07720, AT1G19440, AT1G25450, AT1G68530, AT1G71160, AT2G15090, AT2G16280, AT2G26250, AT2G26640, AT2G28630, AT4G34510, AT4G34520, AT5G04530, AT5G43760
OG0000090		
OG0000091		AT1G15125, AT1G19640, AT1G66690, AT1G66700, AT1G66720, AT1G68040, AT2G14060, AT3G11480, AT3G21950, AT3G44840, AT3G44860, AT3G44870, AT4G26420, AT4G26460, AT4G36470, AT5G04370, AT5G04380, AT5G37970, AT5G37990, AT5G38020, AT5G38100, AT5G38780, AT5G55250, AT5G56300, AT5G66430
OG0000092	ostta04g03110, ostta08g02900, ostta10g00680	AT1G09170, AT1G18410, AT1G55550, AT1G63640, AT1G72250, AT1G73860, AT2G22610, AT2G47500, AT3G10310, AT3G44730, AT4G05190, AT4G21270, AT4G27180, AT5G27000, AT5G27550, AT5G27950, AT5G41310, AT5G54670
OG0000093	ostta13g00820, ostta13g02895	AT1G01140, AT1G29230, AT1G30270, AT1G48260, AT2G25090, AT2G26980, AT2G30360, AT2G34180, AT2G38490, AT3G17510, AT3G23000, AT4G14580, AT4G18700, AT4G24400, AT4G30960, AT5G01810, AT5G01820, AT5G07070, AT5G10930, AT5G21222, AT5G21326, AT5G25110, AT5G25630, AT5G35410, AT5G45810, AT5G45820, AT5G57630, AT5G58380
OG0000094		AT1G22900, AT1G55210, AT1G58170, AT1G65870, AT2G21100, AT2G21110, AT3G13650, AT3G13660, AT3G13662, AT3G58090, AT4G38700, AT5G42500, AT5G42510, AT5G49040
OG0000095	ostta01g06340, ostta01g06350, ostta11g02160	AT1G07660, AT1G07820, AT2G28740, AT3G45930, AT3G46320, AT3G53730, AT5G59690, AT5G59970
OG0000096	ostta01g03850, ostta03g05100, ostta06g00620, ostta06g03860, ostta10g01480, ostta15g00080	AT1G72070, AT1G80920, AT2G17880, AT3G13310, AT4G13830, AT4G36040, AT5G18140, AT5G59610
OG0000097		AT1G30570, AT1G79620, AT2G21480, AT2G23200, AT2G39360, AT3G04690, AT3G46290, AT3G51550, AT4G39110, AT5G24010, AT5G28680, AT5G38990, AT5G39000, AT5G49750, AT5G49760, AT5G49770, AT5G49780, AT5G54380, AT5G59700, AT5G61350
OG0000098		AT1G18940, AT1G74780, AT1G80530, AT2G16660, AT2G28120, AT2G34350, AT2G34355, AT2G39210, AT3G01930, AT4G34950, AT5G14120, AT5G50520, AT5G50630
OG0000099		
OG0000100		AT1G15670, AT1G16250, AT1G22040, AT1G27420, AT1G30090, AT1G55270, AT1G67480, AT1G80440, AT2G24540, AT2G44130, AT3G59940, AT3G61350, AT3G63220
OG0000101		AT1G03020, AT1G06830, AT1G28480, AT1G77370, AT2G20270, AT2G30540, AT2G47870, AT2G47880, AT3G02000, AT3G21460, AT3G62930, AT3G62950, AT3G62960, AT4G15660, AT4G15670, AT4G15680, AT4G15690, AT4G15700, AT4G28730, AT5G14070, AT5G18600, AT5G20500, AT5G40370, AT5G63030
OG0000102	ostta20g00060	AT1G32330, AT1G46264, AT1G67970, AT1G77570, AT2G26150, AT2G41690, AT3G02990, AT3G22830, AT3G24520, AT3G51910, AT3G63350, AT4G11660, AT4G13980, AT4G17750, AT4G18870, AT4G18880, AT4G19630, AT4G36990, AT5G03720, AT5G16820, AT5G43840, AT5G45710, AT5G54070, AT5G62020
OG0000103		AT1G02360, AT1G05850, AT1G56680, AT2G43570, AT2G43580, AT2G43590, AT2G43600, AT2G43610, AT2G43620, AT3G12500, AT3G16920, AT3G47540, AT3G54420, AT4G01700
OG0000104		AT1G21150, AT5G07900, AT5G54180, AT5G64950
OG0000105	ostta01g02920, ostta03g04250, ostta05g04570, ostta06g04230, ostta07g00530, ostta10g00270	AT1G06230, AT1G17790, AT1G20670, AT1G58025, AT1G73150, AT1G76380, AT2G34900, AT3G01770, AT3G27260, AT3G52280, AT5G10550, AT5G14270, AT5G46550, AT5G55040, AT5G63320, AT5G65630
OG0000106		AT1G10280, AT1G10880, AT1G11940, AT1G51770, AT1G62305, AT1G68380, AT1G68390, AT1G73810, AT2G19160, AT3G21310, AT3G52060, AT4G25870, AT4G30060, AT4G31350, AT4G32290, AT5G11730, AT5G14550, AT5G16170, AT5G22070, AT5G25330, AT5G25970, AT5G57270
OG0000107	ostta05g02845, ostta17g01290	AT1G11090, AT1G18360, AT1G52760, AT1G73480, AT1G77420, AT2G39400, AT2G39410, AT2G39420, AT2G47630, AT3G55180, AT3G55190, AT3G62860, AT5G11650, AT5G14980, AT5G16120, AT5G19290
OG0000108		AT1G02810, AT1G11580, AT1G23200, AT1G53830, AT1G53840, AT2G26440, AT2G26450, AT2G43050, AT2G45220, AT2G47550, AT3G05610, AT3G05620, AT3G06830, AT3G10710, AT3G10720, AT3G14300, AT3G14310, AT3G43270, AT3G47400, AT3G49220, AT3G59010, AT3G60730, AT4G00190, AT4G02300, AT4G02320, AT4G02330, AT4G15980, AT4G33220, AT4G33230, AT5G04960, AT5G04970, AT5G09760, AT5G27870, AT5G49180, AT5G51490, AT5G51500, AT5G53370, AT5G64640
OG0000109		AT1G02050, AT4G00040, AT4G34850, AT5G13930
OG0000110	ostta13g00480, ostta13g00620	AT2G25600, AT2G26650, AT3G02850, AT4G18290, AT4G22200, AT4G32500, AT4G32650, AT5G37500, AT5G46240
OG0000111		AT1G19220, AT1G19850, AT1G30330, AT1G34170, AT1G34310, AT1G34390, AT1G34410, AT1G35240, AT1G35520, AT1G35540, AT1G43950, AT1G59750, AT1G77850, AT2G28350, AT2G33860, AT2G46530, AT3G61830, AT4G23980, AT4G30080, AT5G20730, AT5G37020, AT5G60450, AT5G62000, ATMG00940
OG0000112		AT1G14490, AT1G20900, AT1G63470, AT1G63480, AT1G76500, AT2G33620, AT2G35270, AT2G36560, AT2G42940, AT2G45430, AT2G45850, AT3G04570, AT3G04590, AT3G55560, AT3G60870, AT3G61310, AT4G00200, AT4G12050, AT4G12080, AT4G14465, AT4G17800, AT4G17950, AT4G22770, AT4G22810, AT4G25320, AT4G35390, AT5G28590, AT5G46640, AT5G49700, AT5G51590, AT5G62260
OG0000113	ostta01g00590, ostta12g02810	AT1G59950, AT1G59960, AT2G21250, AT2G21260, AT2G37760, AT2G37770, AT2G37790, AT3G53880, AT5G01670, AT5G62420
OG0000114		AT1G07000, AT1G07725, AT1G51640, AT1G54090, AT1G72470, AT2G28640, AT2G28650, AT2G39380, AT3G09520, AT3G09530, AT3G14090, AT3G29400, AT3G55150, AT4G31540, AT5G03540, AT5G13150, AT5G13990, AT5G50380, AT5G52340, AT5G52350, AT5G58430, AT5G59730, AT5G61010
OG0000115	ostta01g02410, ostta03g04330, ostta06g02120, ostta09g01380, ostta10g01100, ostta10g02750, ostta10g03440, ostta12g01070, ostta17g01750	AT2G16600, AT2G21130, AT2G29960, AT2G38730, AT3G55920, AT3G56070, AT3G62030, AT4G34870, AT4G34960, AT4G38740, AT5G13120, AT5G58710
OG0000116	ostta05g00075, ostta09g00020, ostta09g00430	AT1G49780, AT1G66160, AT2G35930, AT3G02840, AT3G11840, AT3G18710, AT3G19380, AT3G49810, AT3G52450, AT4G21350, AT5G09800, AT5G37490, AT5G64660, AT5G65920
OG0000117	ostta07g00590	AT1G43910, AT2G18190, AT2G18193, AT2G46620, AT3G28510, AT3G28520, AT3G28540, AT3G28560, AT3G28570, AT3G28580, AT3G28600, AT3G28610, AT3G29800, AT3G50930, AT3G50940, AT4G05340, AT4G05380, AT4G25835, AT4G30250, AT5G17730, AT5G17740, AT5G17750, AT5G17760, AT5G40000, AT5G40010, AT5G57480
OG0000118	ostta02g01020, ostta06g00860, ostta17g02030	AT1G09080, AT1G16030, AT1G56410, AT3G09440, AT3G12580, AT5G02490, AT5G02500, AT5G28540, AT5G42020
OG0000119	ostta14g03010	AT2G39760, AT3G03740, AT3G06190, AT3G43700, AT5G19000, AT5G21010
OG0000120		AT1G26360, AT1G33990, AT1G69240, AT2G23550, AT2G23560, AT2G23570, AT2G23580, AT2G23590, AT2G23600, AT2G23610, AT2G23620, AT3G10870, AT3G29770, AT3G50440, AT4G09900, AT4G16690, AT4G37140, AT4G37150, AT5G10300, AT5G58310
OG0000121	ostta04g05040, ostta05g02460, ostta05g03180, ostta11g00890, ostta11g01250, ostta12g01250, ostta14g02800, ostta18g01200	AT1G08720, AT1G18160, AT1G67890, AT1G73660, AT2G31010, AT2G42640, AT3G06620, AT3G06630, AT3G06640, AT3G58640, AT4G23050, AT4G24480, AT5G03730, AT5G11850, AT5G49470
OG0000122		
OG0000123		AT1G17010, AT1G17020, AT1G78550, AT2G06960, AT2G36690, AT3G21420, AT4G10490, AT4G10500, AT4G25300, AT4G25310, AT5G24530
OG0000124		AT2G34930
OG0000125		AT1G05200, AT1G42540, AT2G17260, AT2G24710, AT2G24720, AT2G29100, AT2G29110, AT2G29120, AT2G32390, AT2G32400, AT3G04110, AT3G07520, AT3G51480, AT4G31710, AT4G35290, AT5G11180, AT5G11210, AT5G27100, AT5G48400, AT5G48410
OG0000126	ostta03g00680, ostta10g01310, ostta11g00070, ostta14g02140, ostta17g01570	AT1G11530, AT1G19730, AT1G31020, AT1G45145, AT1G59730, AT1G69880, AT2G35010, AT2G40790, AT3G02730, AT3G08710, AT3G51030, AT3G56420, AT5G16400, AT5G39950, AT5G42980
OG0000127	ostta05g01640, ostta07g00920	AT1G17640, AT1G58470, AT2G33410, AT3G07810, AT3G13224, AT4G14300, AT4G26650, AT4G36960, AT5G40490, AT5G47620, AT5G55550
OG0000128		AT1G54890, AT3G19430, AT4G27400, AT5G54370, AT5G60520, AT5G60530
OG0000129		AT1G05800, AT1G06250, AT1G06800, AT1G30370, AT1G51440, AT2G30550, AT2G31100, AT2G31690, AT2G42690, AT2G44810, AT4G16820, AT4G18550
OG0000130	ostta01g06110, ostta04g02130, ostta17g00940	AT1G10090, AT1G11960, AT1G30360, AT1G32090, AT1G58520, AT1G62320, AT1G69450, AT3G01100, AT3G21620, AT3G54510, AT4G02900, AT4G04340, AT4G15430, AT4G22120
OG0000131		AT3G30730
OG0000132	ostta01g03100, ostta04g02140, ostta05g04080, ostta08g03310, ostta11g02350, ostta14g00370, ostta16g00250	AT1G26370, AT1G27900, AT1G32490, AT2G35340, AT2G47250, AT3G26560, AT3G62310, AT4G16680, AT4G18465, AT5G13010, AT5G14900
OG0000133		AT1G01660, AT1G01670, AT1G01680, AT1G16760, AT1G17540, AT1G56030, AT1G56040, AT1G72760, AT1G78940, AT2G07020, AT2G19410, AT2G24370, AT2G45910, AT2G45920, AT3G20200, AT3G49060, AT4G25160, AT4G31230, AT5G12000, AT5G26150, AT5G35380, AT5G51270, AT5G57035, AT5G61550, AT5G61560, AT5G65500
OG0000134		AT1G34210, AT1G60800, AT1G71830, AT1G73066, AT2G13790, AT2G13800, AT2G23950, AT3G25560, AT3G43740, AT4G30520, AT4G33430, AT5G10290, AT5G16000, AT5G21090, AT5G45780, AT5G63710, AT5G65240
OG0000135		AT1G17420, AT1G55020, AT1G67560, AT1G72520, AT3G22400, AT3G45140
OG0000136		AT1G14430, AT1G19900, AT1G67290, AT1G75620, AT3G53950, AT3G57620, AT5G19580
OG0000137	ostta01g00720, ostta05g04700, ostta07g02010, ostta14g01040	AT1G74310, AT2G25140, AT3G45450, AT3G48870, AT4G14670, AT5G15450, AT5G50920, AT5G51070
OG0000138		AT1G18250, AT1G19320, AT1G20030, AT1G73620, AT1G75030, AT1G75040, AT1G75050, AT1G75800, AT1G77700, AT2G17860, AT2G24810, AT2G28790, AT4G11650, AT4G18253, AT4G24180, AT4G36000, AT4G36010, AT4G38660, AT4G38670, AT5G02140, AT5G24620, AT5G40020
OG0000139	ostta05g04340	AT1G02920, AT1G02930, AT1G02940, AT1G02950, AT1G49860, AT2G02930, AT2G30860, AT2G30870, AT2G47730, AT3G03190, AT3G62760, AT4G02520, AT5G17220
OG0000140	ostta10g02880, ostta12g02770, ostta17g01370	AT1G10630, AT1G23490, AT1G70490, AT2G15310, AT2G24765, AT2G47170, AT3G03120, AT3G22950, AT3G62290, AT5G14670, AT5G17060
OG0000141	ostta06g04460, ostta14g00070	
OG0000142		AT1G08470, AT1G74000, AT1G74010, AT1G74020, AT2G41290, AT2G41300, AT3G51420, AT3G51430, AT3G51440, AT3G51450, AT3G57010, AT3G57020, AT3G57030, AT3G59530, AT5G22020
OG0000143		AT1G31280, AT1G31290, AT1G48410, AT1G69440, AT2G27040, AT2G27880, AT2G32940, AT5G21030, AT5G21150, AT5G43810
OG0000144		AT1G01800, AT2G24190, AT3G59710, AT3G61220, AT5G51030, AT5G61830
OG0000145	ostta07g01640	AT1G05570, AT1G06490, AT2G13680, AT2G31960, AT2G36850, AT3G07160, AT3G14570, AT3G32050, AT3G59100, AT4G03550, AT4G04970, AT5G13000, AT5G36870
OG0000146		AT1G12090, AT1G12100, AT1G62500, AT1G62510, AT2G10940, AT2G45180, AT3G22120, AT4G00165, AT4G12470, AT4G12480, AT4G12490, AT4G12500, AT4G12510, AT4G12520, AT4G12530, AT4G12545, AT4G12550, AT4G15160, AT4G22460, AT4G22490, AT5G46890, AT5G46900
OG0000147		
OG0000148	ostta12g02130	AT1G14870, AT1G14880, AT1G49030, AT1G52200, AT1G58320, AT1G68610, AT1G68630, AT2G40935, AT3G18450, AT3G18460, AT3G18470, AT5G35525
OG0000149		
OG0000150	ostta09g02190	AT1G04310, AT1G66340, AT2G40940, AT3G04580, AT3G23150
OG0000151		
OG0000152		
OG0000153	ostta03g02980, ostta06g01220	AT1G19000, AT1G49010, AT1G70000, AT1G74840, AT2G38090, AT3G10580, AT3G10585, AT3G10590, AT3G10595, AT3G11280, AT3G16350, AT4G09450, AT5G01200, AT5G04760, AT5G05790, AT5G08520, AT5G23650, AT5G47390, AT5G56840, AT5G58900, AT5G61620
OG0000154		AT1G12240, AT1G55120, AT1G62660, AT2G36190, AT3G13784, AT3G13790, AT3G52600, AT5G11920
OG0000155		AT1G36095, AT1G43260, AT3G17450, AT3G22220, AT4G15020, AT5G31412, AT5G33406
OG0000156		AT2G26560, AT2G39220, AT3G54950, AT3G63200, AT4G29800, AT4G37050, AT4G37060, AT4G37070, AT5G43590
OG0000157	ostta04g01820, ostta13g02170, ostta13g02910	AT3G22840, AT4G14690
OG0000158		
OG0000159		AT1G02040, AT1G27730, AT1G49900, AT2G17180, AT2G26940, AT2G28200, AT2G28710, AT2G37430, AT2G45120, AT3G10470, AT3G19580, AT3G46070, AT3G46080, AT3G46090, AT3G49930, AT3G53600, AT3G60580, AT4G35280, AT4G35610, AT4G35700, AT5G03510, AT5G04340, AT5G04390, AT5G43170, AT5G56200, AT5G59820, AT5G61470, AT5G67450
OG0000160	ostta06g03440	AT1G13210, AT1G17500, AT1G26130, AT1G54280, AT1G59820, AT1G68710, AT1G72700, AT3G13900, AT3G25610, AT3G27870, AT5G04930, AT5G44240
OG0000161		
